title,link,image,lprice,hprice,mallName,productId,productType,brand,maker,category1,category2,category3,category4
[풀무원] <b>닭가슴살 볶음밥</b> 450g (2인분),https://search.shopping.naver.com/gate.nhn?id=83444047313,https://shopping-phinf.pstatic.net/main_8344404/83444047313.jpg,6180,,이마트몰,83444047313,2,풀무원,한우물영농종합,식품,냉동/간편조리식품,즉석밥,
허닭 <b>닭가슴살</b> 불닭 <b>볶음밥</b> 250g,https://search.shopping.naver.com/gate.nhn?id=24786599523,https://shopping-phinf.pstatic.net/main_2478659/24786599523.20201110172443.jpg,2900,,네이버,24786599523,1,허닭,허닭,식품,냉동/간편조리식품,즉석밥,
[허닭] [허닭] <b>닭가슴살 볶음밥</b>도시락 250g 6종 12팩,https://search.shopping.naver.com/gate.nhn?id=24595755207,https://shopping-phinf.pstatic.net/main_2459575/24595755207.4.jpg,39510,,현대Hmall,24595755207,2,허닭,길벗,식품,냉동/간편조리식품,도시락,
허닭 허닭  <b>닭가슴살</b> 김치 곤약<b>볶음밥</b> 250g 10팩,https://search.shopping.naver.com/gate.nhn?id=27003729198,https://shopping-phinf.pstatic.net/main_2700372/27003729198.2.jpg,20960,,G마켓,27003729198,2,허닭,허닭,식품,냉동/간편조리식품,즉석밥,
허닭 <b>닭가슴살</b> 새우 <b>볶음밥</b> 250g 2+1팩 냉동 곤약,https://search.shopping.naver.com/gate.nhn?id=81829413486,https://shopping-phinf.pstatic.net/main_8182941/81829413486.3.jpg,6900,,허경환의 허닭,81829413486,2,허닭,허닭,식품,냉동/간편조리식품,즉석밥,
맛있닭 <b>닭가슴살</b> 한끼 곤약<b>볶음밥</b> 김치 220gx20팩 4.4kg,https://search.shopping.naver.com/gate.nhn?id=30300042101,https://shopping-phinf.pstatic.net/main_3030004/30300042101.20211226033447.jpg,4260,,네이버,30300042101,1,맛있닭,,식품,다이어트식품,곤약,기타곤약가공품
허닭 <b>닭가슴살</b> 곤약 <b>볶음밥</b> 250g 10팩,https://search.shopping.naver.com/gate.nhn?id=30806140865,https://shopping-phinf.pstatic.net/main_3080614/30806140865.20220204222116.jpg,24990,,네이버,30806140865,1,허닭,,식품,다이어트식품,곤약,기타곤약가공품
바르닭 <b>닭가슴살</b> 곤약<b>볶음밥</b> 250g 6종 12팩,https://search.shopping.naver.com/gate.nhn?id=35676028773,https://shopping-phinf.pstatic.net/main_3567602/35676028773.20221106183722.jpg,15210,,네이버,35676028773,1,바르닭,,식품,다이어트식품,곤약,기타곤약가공품
아임웰 <b>닭가슴살</b> 곤약<b>볶음밥</b> 200g 8종 24팩,https://search.shopping.naver.com/gate.nhn?id=34833511217,https://shopping-phinf.pstatic.net/main_3483351/34833511217.20220922142047.jpg,11610,,네이버,34833511217,1,아임웰,,식품,다이어트식품,곤약,기타곤약가공품
[잇메이트] <b>닭가슴살</b> 몬스터 <b>볶음밥</b> 250g / 단백질 간편식 한끼 도시락,https://search.shopping.naver.com/gate.nhn?id=30033549738,https://shopping-phinf.pstatic.net/main_3003354/30033549738.2.jpg,3190,,랭킹닭컴,30033549738,2,잇메이트,,식품,냉동/간편조리식품,즉석밥,
허닭 <b>닭가슴살</b> 카레 <b>볶음밥</b> 250g 30팩 냉동 곤약,https://search.shopping.naver.com/gate.nhn?id=35519307361,https://shopping-phinf.pstatic.net/main_3551930/35519307361.20221226024810.jpg,24900,,네이버,35519307361,1,,,식품,다이어트식품,곤약,기타곤약가공품
네네치킨 네꼬밥 <b>닭가슴살</b> 곤약<b>볶음밥</b> 250g 10종 20팩,https://search.shopping.naver.com/gate.nhn?id=36725843627,https://shopping-phinf.pstatic.net/main_3672584/36725843627.20221223165211.jpg,2200,,네이버,36725843627,1,,,식품,다이어트식품,곤약,기타곤약가공품
맛있닭 <b>닭가슴살</b> 한끼 파우치 곤약 <b>볶음밥</b> 혼합 200g 곤약밥 아침대용 새우<b>볶음밥</b>,https://search.shopping.naver.com/gate.nhn?id=35785894727,https://shopping-phinf.pstatic.net/main_3578589/35785894727.20221112051318.jpg,30800,,네이버,35785894727,1,,,식품,다이어트식품,곤약,기타곤약가공품
